date,day,bottle,structure,bottle.number,replicate,connectivity,position,eup.density,tetra.density,ln.pred,ln.prey,pred.oc,prey.oc
8/5/19,26,D1A,dendritic,1,A,2,A,0,6025.504782,0,8.703922484,0,1
8/5/19,26,D1B,dendritic,1,B,2,A,0,2563.953488,0,7.849695624,0,1
8/5/19,26,D1C,dendritic,1,C,2,A,0,2345.177665,0,7.760542757,0,1
8/5/19,26,D1D,dendritic,1,D,2,A,0,2599.50033,0,7.86345914,0,1
8/7/19,28,D1A,dendritic,1,A,2,A,0,16241.83007,0,9.695406864,0,1
8/7/19,28,D1B,dendritic,1,B,2,A,0,3958.333333,0,8.28383094,0,1
8/7/19,28,D1C,dendritic,1,C,2,A,0,5996.131528,0,8.699036555,0,1
8/7/19,28,D1D,dendritic,1,D,2,A,0,4846.153846,0,8.486146976,0,1
8/9/19,30,D1A,dendritic,1,A,2,A,0,10607.14286,0,9.26937718,0,1
8/9/19,30,D1B,dendritic,1,B,2,A,0,2813.908261,0,7.942684951,0,1
8/9/19,30,D1C,dendritic,1,C,2,A,0,3316.062176,0,8.106834783,0,1
8/9/19,30,D1D,dendritic,1,D,2,A,0,4743.144084,0,8.464666312,0,1
8/12/19,33,D1A,dendritic,1,A,2,A,0,8262.295082,0,9.019578707,0,1
8/12/19,33,D1B,dendritic,1,B,2,A,0,2286.516854,0,7.735222165,0,1
8/12/19,33,D1C,dendritic,1,C,2,A,0,2058.536585,0,7.630236278,0,1
8/12/19,33,D1D,dendritic,1,D,2,A,0,2706.185567,0,7.903664838,0,1
8/14/19,35,D1A,dendritic,1,A,2,A,0,9795.918367,0,9.189823163,0,1
8/14/19,35,D1B,dendritic,1,B,2,A,0,6583.487087,0,8.79247172,0,1
8/14/19,35,D1C,dendritic,1,C,2,A,0,10067.01031,0,9.21711838,0,1
8/14/19,35,D1D,dendritic,1,D,2,A,0,5984.455959,0,8.697087799,0,1
8/16/19,37,D1A,dendritic,1,A,2,A,0,13309.78261,0,9.496329708,0,1
8/16/19,37,D1B,dendritic,1,B,2,A,0,2951.219512,0,7.990312543,0,1
8/16/19,37,D1C,dendritic,1,C,2,A,0,10714.28571,0,9.279426572,0,1
8/16/19,37,D1D,dendritic,1,D,2,A,0,3127.88906,0,8.048433288,0,1
8/19/19,40,D1A,dendritic,1,A,2,A,0,4972.866305,0,8.511952745,0,1
8/19/19,40,D1B,dendritic,1,B,2,A,0,3010.752688,0,8.010277477,0,1
8/19/19,40,D1C,dendritic,1,C,2,A,0,7013.592644,0,8.855747922,0,1
8/19/19,40,D1D,dendritic,1,D,2,A,0,1007.183401,0,6.915905378,0,1
8/21/19,42,D1A,dendritic,1,A,2,A,0,5071.845572,0,8.531657196,0,1
8/21/19,42,D1B,dendritic,1,B,2,A,0,2845.725636,0,7.953924713,0,1
8/21/19,42,D1C,dendritic,1,C,2,A,0,6693.877551,0,8.809097968,0,1
8/21/19,42,D1D,dendritic,1,D,2,A,0,1058.823529,0,6.965857691,0,1
8/23/19,44,D1A,dendritic,1,A,2,A,0,2266.331658,0,7.726358938,0,1
8/23/19,44,D1B,dendritic,1,B,2,A,0,1706.375725,0,7.442712807,0,1
8/23/19,44,D1C,dendritic,1,C,2,A,0,8922.279793,0,9.096418848,0,1
8/23/19,44,D1D,dendritic,1,D,2,A,0,4519.675926,0,8.416416803,0,1
8/26/19,47,D1A,dendritic,1,A,2,A,0,7378.238342,0,8.906425707,0,1
8/26/19,47,D1B,dendritic,1,B,2,A,0,4969.543147,0,8.511284398,0,1
8/26/19,47,D1C,dendritic,1,C,2,A,0,1154.19084,0,7.052020839,0,1
8/26/19,47,D1D,dendritic,1,D,2,A,0,2602.183406,0,7.864490362,0,1
8/29/19,50,D1A,dendritic,1,A,2,A,0,3550.204918,0,8.175042238,0,1
8/29/19,50,D1B,dendritic,1,B,2,A,0,2068.965517,0,7.635287228,0,1
8/29/19,50,D1C,dendritic,1,C,2,A,0,948.2758621,0,6.855699444,0,1
8/29/19,50,D1D,dendritic,1,D,2,A,0,7000,0,8.853808275,0,1
9/3/19,55,D1A,dendritic,1,A,2,A,0,1598.782879,0,7.377623198,0,1
9/3/19,55,D1B,dendritic,1,B,2,A,0,736.7280607,0,6.603575275,0,1
9/3/19,55,D1C,dendritic,1,C,2,A,0,562.7906977,0,6.334683079,0,1
9/3/19,55,D1D,dendritic,1,D,2,A,0,17001.01833,0,9.741087341,0,1
9/6/19,58,D1A,dendritic,1,A,2,A,0,475.4521964,0,6.166367396,0,1
9/6/19,58,D1B,dendritic,1,B,2,A,0,5087.7635,0,8.534790153,0,1
9/6/19,58,D1C,dendritic,1,C,2,A,0,1855.3759,0,7.526381425,0,1
9/6/19,58,D1D,dendritic,1,D,2,A,0,11003.36365,0,9.306047169,0,1
9/9/19,61,D1A,dendritic,1,A,2,A,0,5621.438634,0,8.634520769,0,1
9/9/19,61,D1B,dendritic,1,B,2,A,0,1048.62261,0,6.956185959,0,1
9/9/19,61,D1C,dendritic,1,C,2,A,0,665.4793655,0,6.50200918,0,1
9/10/19,62,D1D,dendritic,1,D,2,A,0,19650.87599,0,9.885928083,0,1
9/11/19,63,D1A,dendritic,1,A,2,A,0,1822.763403,0,7.508657449,0,1
9/11/19,63,D1B,dendritic,1,B,2,A,0,3502.512563,0,8.161521334,0,1
9/11/19,63,D1C,dendritic,1,C,2,A,0,3088.659285,0,8.0358161,0,1
9/11/19,63,D1D,dendritic,1,D,2,A,0,7560,0,8.930758736,0,1
9/13/19,65,D1A,dendritic,1,A,2,A,0,2844.200866,0,7.953388947,0,1
9/13/19,65,D1B,dendritic,1,B,2,A,0,10320.74496,0,9.24200811,0,1
9/13/19,65,D1C,dendritic,1,C,2,A,0,2456.852792,0,7.807043399,0,1
9/13/19,65,D1D,dendritic,1,D,2,A,0,6303.193798,0,8.748970373,0,1
9/18/19,70,D1C,dendritic,1,C,2,A,0,3991.439978,0,8.292157846,0,1
9/18/19,70,D1D,dendritic,1,D,2,A,0,4948.390043,0,8.507019624,0,1
9/20/19,72,D1A,dendritic,1,A,2,A,0,101.8504497,0,4.633275988,0,1
9/20/19,72,D1B,dendritic,1,B,2,A,0,1290.586395,0,7.163626505,0,1
9/23/19,75,D1A,dendritic,1,A,2,A,0,823.3951397,0,6.714649953,0,1
9/23/19,75,D1B,dendritic,1,B,2,A,0,233.4444974,0,5.457218875,0,1
9/24/19,76,D1C,dendritic,1,C,2,A,0,255.2773687,0,5.546260329,0,1
9/24/19,76,D1D,dendritic,1,D,2,A,0,5438.247012,0,8.601395913,0,1
9/25/19,77,D1A,dendritic,1,A,2,A,0,1320.824382,0,7.186768169,0,1
9/25/19,77,D1B,dendritic,1,B,2,A,0,1495.208686,0,7.310689645,0,1
9/26/19,78,D1C,dendritic,1,C,2,A,0,2947.065513,0,7.988904476,0,1
9/26/19,78,D1D,dendritic,1,D,2,A,9.56937799,4720.496894,2.357960951,8.459881167,1,1
9/30/19,81,D1A,dendritic,1,A,2,A,0,327.5434243,0,5.794669019,0,1
9/30/19,81,D1B,dendritic,1,B,2,A,0,387.5948807,0,5.962537363,0,1
10/1/19,82,D1C,dendritic,1,C,2,A,0,335.4632588,0,5.818488957,0,1
10/1/19,82,D1D,dendritic,1,D,2,A,96.61835749,5315.095261,4.581065565,8.578494339,1,1
10/3/19,84,D1A,dendritic,1,A,2,A,0,487.9227053,0,6.19220441,0,1
10/3/19,84,D1B,dendritic,1,B,2,A,0,5463.324343,0,8.605995759,0,1
10/4/19,85,D1C,dendritic,1,C,2,A,0,1489.179926,0,7.306652147,0,1
10/4/19,85,D1D,dendritic,1,D,2,A,114.4278607,8790.759123,4.748645752,9.081570098,1,1
10/7/19,88,D1A,dendritic,1,A,2,A,0,625,0,6.439350371,0,1
10/8/19,89,D1B,dendritic,1,B,2,A,0,279.4196668,0,5.636287291,0,1
10/8/19,89,D1C,dendritic,1,C,2,A,0,2503.613239,0,7.825889606,0,1
10/9/19,90,D1D,dendritic,1,D,2,A,92.23300971,6236.874799,4.53510184,8.738394826,1,1
10/10/19,91,D1A,dendritic,1,A,2,A,0,1943.047494,0,7.572527416,0,1
10/10/19,91,D1B,dendritic,1,B,2,A,0,7429.319372,0,8.913324121,0,1
10/11/19,92,D1C,dendritic,1,C,2,A,0,1807.768924,0,7.50040174,0,1
10/11/19,92,D1D,dendritic,1,D,2,A,49.56629492,6872.29549,3.923285246,8.835398963,1,1
10/14/19,95,D1A,dendritic,1,A,2,A,5.178663905,559.2957017,1.821102051,6.328464683,1,1
10/14/19,95,D1B,dendritic,1,B,2,A,0,1712.98849,0,7.446578384,0,1
10/15/19,96,D1C,dendritic,1,C,2,A,0,6025.240697,0,8.703878662,0,1
10/15/19,96,D1D,dendritic,1,D,2,A,17.54385965,1727.604409,2.920138718,7.455069662,1,1
10/17/19,98,D1A,dendritic,1,A,2,A,23.88915432,4068.765373,3.214432139,8.311340629,1,1
10/17/19,98,D1B,dendritic,1,B,2,A,0,8565.891473,0,9.055660224,0,1
10/18/19,99,D1C,dendritic,1,C,2,A,27.57352941,3055.321437,3.352480744,8.024967327,1,1
10/18/19,99,D1D,dendritic,1,D,2,A,112.9943503,2358.22826,4.736148888,7.766089836,1,1
10/21/19,102,D1A,dendritic,1,A,2,A,50.8646999,198.3723296,3.948638403,5.29517408,1,1
10/21/19,102,D1B,dendritic,1,B,2,A,0,4649.698828,0,8.444772773,0,1
10/22/19,103,D1C,dendritic,1,C,2,A,0,106.1678463,0,4.674396262,0,1
10/22/19,103,D1D,dendritic,1,D,2,A,185.9799714,2587.068411,5.231001506,7.858667089,1,1
10/24/19,105,D1A,dendritic,1,A,2,A,0,1755.610973,0,7.471141648,0,1
10/24/19,105,D1B,dendritic,1,B,2,A,0,5906.962889,0,8.684056362,0,1
10/25/19,106,D1C,dendritic,1,C,2,A,0,4071.098906,0,8.311913847,0,1
10/25/19,106,D1D,dendritic,1,D,2,A,137.254902,5636.363636,4.929099097,8.637171795,1,1
10/28/19,109,D1A,dendritic,1,A,2,A,230.6182532,515.2109912,5.445090556,6.24651558,1,1
10/28/19,109,D1B,dendritic,1,B,2,A,0,9106.598985,0,9.116864397,0,1
10/29/19,110,D1C,dendritic,1,C,2,A,73.39449541,3891.433434,4.309381953,8.266789802,1,1
10/29/19,110,D1D,dendritic,1,D,2,A,11.28668172,31315.23915,2.508515889,10.35189206,1,1
10/31/19,112,D1A,dendritic,1,A,2,A,60,6623.036649,4.110873864,8.798460229,1,1
10/31/19,112,D1B,dendritic,1,B,2,A,0,4723.529412,0,8.46052324,0,1
11/1/19,113,D1C,dendritic,1,C,2,A,24.75247525,8125.577101,3.248530749,9.002895093,1,1
11/1/19,113,D1D,dendritic,1,D,2,A,25.12562814,0,3.262916754,0,1,0
11/4/19,116,D1A,dendritic,1,A,2,A,113.1889764,5066.709872,4.737854764,8.530644293,1,1
11/4/19,116,D1B,dendritic,1,B,2,A,0,888.8888889,0,6.791096611,0,1
11/5/19,117,D1C,dendritic,1,C,2,A,0,193.1818182,0,5.268794927,0,1
11/5/19,117,D1D,dendritic,1,D,2,A,55,710,4.025351691,6.56667243,1,1
11/7/19,119,D1A,dendritic,1,A,2,A,111.6071429,10529.22227,4.72390515,9.262004713,1,1
11/7/19,119,D1B,dendritic,1,B,2,A,0,4829.899377,0,8.482787936,0,1
11/8/19,120,D1C,dendritic,1,C,2,A,0,436.6812227,0,6.081490843,0,1
11/8/19,120,D1D,dendritic,1,D,2,A,3.98089172,5766.779759,1.605608935,8.660042495,1,1
11/12/19,124,D1A,dendritic,1,A,2,A,84.15841584,4289.841117,4.444513238,8.364238057,1,1
11/12/19,124,D1B,dendritic,1,B,2,A,0,195.7040573,0,5.281700352,0,1
11/13/19,125,D1C,dendritic,1,C,2,A,0,931.7303313,0,6.838116125,0,1
11/13/19,125,D1D,dendritic,1,D,2,A,0,1227.218131,0,7.113319724,0,1
11/14/19,126,D1A,dendritic,1,A,2,A,75.86533902,29097.19779,4.342055047,10.27843152,1,1
11/14/19,126,D1B,dendritic,1,B,2,A,0,3937.5,0,8.278555219,0,1
11/15/19,127,D1C,dendritic,1,C,2,A,0,198.3122363,0,5.294872622,0,1
11/15/19,127,D1D,dendritic,1,D,2,A,11.50086256,1188.996419,2.525797647,7.081705577,1,1
11/18/19,130,D1A,dendritic,1,A,2,A,44.11764706,8134.674923,3.809273457,9.004013982,1,1
11/18/19,130,D1B,dendritic,1,B,2,A,0,3119.923858,0,8.045884345,0,1
11/19/19,131,D1C,dendritic,1,C,2,A,4.430660168,139.4300369,1.692060704,4.944709407,1,1
11/19/19,131,D1D,dendritic,1,D,2,A,0,390.8629442,0,5.970912147,0,1
11/21/19,133,D1A,dendritic,1,A,2,A,118.3151917,8694.961924,4.781768661,9.07061405,1,1
11/21/19,133,D1B,dendritic,1,B,2,A,0,3491.293021,0,8.158313826,0,1
11/22/19,134,D1C,dendritic,1,C,2,A,8.163265306,778.7592649,2.21520259,6.658985237,1,1
11/22/19,134,D1D,dendritic,1,D,2,A,45.26935265,54.32322318,3.834479812,4.013192769,1,1
11/25/19,137,D1A,dendritic,1,A,2,A,96.99321048,218.2347236,4.584898195,5.390142953,1,1
11/25/19,137,D1B,dendritic,1,B,2,A,0,943.0156329,0,6.850142726,0,1
11/26/19,138,D1C,dendritic,1,C,2,A,0,1820.093903,0,7.507192645,0,1
11/26/19,138,D1D,dendritic,1,D,2,A,24.08477842,24.08477842,3.222261225,3.222261225,1,1
12/2/19,144,D1A,dendritic,1,A,2,A,77.27272727,231.8181818,4.360199232,5.450257813,1,1
12/2/19,144,D1B,dendritic,1,B,2,A,0,1189.495862,0,7.08212519,0,1
12/3/19,145,D1C,dendritic,1,C,2,A,20.10050251,40.20100503,3.049296856,3.71846265,1,1
12/3/19,145,D1D,dendritic,1,D,2,A,0,10.15228426,0,2.411644343,0,1
12/5/19,147,D1A,dendritic,1,A,2,A,5.005005005,0,1.792593289,0,1,0
12/5/19,147,D1B,dendritic,1,B,2,A,0,5940.622891,0,8.689737589,0,1
12/6/19,148,D1C,dendritic,1,C,2,A,28.57142857,190.4761905,3.386808644,5.254763469,1,1
12/6/19,148,D1D,dendritic,1,D,2,A,9.420631182,0,2.343787609,0,1,0
12/9/19,151,D1A,dendritic,1,A,2,A,28.42254856,4.737091426,3.381761338,1.746952362,1,1
12/9/19,151,D1B,dendritic,1,B,2,A,0,3118.286692,0,8.04535963,0,1
12/10/19,152,D1C,dendritic,1,C,2,A,50.37783375,5.037783375,3.939206829,1.798036954,1,1
12/10/19,152,D1D,dendritic,1,D,2,A,31.58844765,18.05054152,3.483957859,2.947095527,1,1
12/12/19,154,D1A,dendritic,1,A,2,A,0,117.3959445,0,4.774034469,0,1
12/12/19,154,D1B,dendritic,1,B,2,A,0,11225.31991,0,9.326016292,0,1
12/13/19,155,D1C,dendritic,1,C,2,A,96.98275862,145.4741379,4.584791531,4.98684888,1,1
12/13/19,155,D1D,dendritic,1,D,2,A,24.75247525,19.8019802,3.248530749,3.035048184,1,1
12/16/19,158,D1A,dendritic,1,A,2,A,130.4753029,177.0736253,4.878819023,5.18219709,1,1
12/16/19,158,D1B,dendritic,1,B,2,A,0,130.1204819,0,4.87611661,0,1
12/17/19,159,D1C,dendritic,1,C,2,A,15.29051988,30.58103976,2.790583336,3.452556933,1,1
12/17/19,159,D1D,dendritic,1,D,2,A,12.71186441,4.237288136,2.618261473,1.655803833,1,1
12/19/19,161,D1A,dendritic,1,A,2,A,122.7295042,19.63672067,4.818097765,3.027072046,1,1
12/19/19,161,D1B,dendritic,1,B,2,A,0,14495.69457,0,9.581675942,0,1
12/20/19,162,D1C,dendritic,1,C,2,A,37.99071338,21.10595188,3.663323499,3.095846888,1,1
12/20/19,162,D1D,dendritic,1,D,2,A,24.88800398,19.91040319,3.253779695,3.040246795,1,1
1/2/20,175,D1A,dendritic,1,A,2,A,193.7406855,4.967709886,5.271668856,1.78636325,1,1
1/2/20,175,D1B,dendritic,1,B,2,A,0,9086.149769,0,9.114616581,0,1
1/3/20,176,D1C,dendritic,1,C,2,A,255.5910543,0,5.547483589,0,1,0
1/3/20,176,D1D,dendritic,1,D,2,A,82.6848249,68.09338521,4.427057658,4.235458998,1,1
1/6/20,179,D1A,dendritic,1,A,2,A,299.188641,15.21298174,5.70441108,2.785812263,1,1
1/6/20,179,D1B,dendritic,1,B,2,A,0,3014.631891,0,8.01156467,0,1
1/7/20,180,D1C,dendritic,1,C,2,A,214.4249513,0,5.372612595,0,1,0
1/7/20,180,D1D,dendritic,1,D,2,A,5.18134715,0,1.821536233,0,1,0
1/9/20,182,D1A,dendritic,1,A,2,A,60,850,4.110873864,6.746412129,1,1
1/9/20,182,D1B,dendritic,1,B,2,A,20.30456853,12764.0493,3.058921535,9.454466192,1,1
1/10/20,183,D1C,dendritic,1,C,2,A,236.0515021,111.5879828,5.468277426,4.723734985,1,1
1/10/20,183,D1D,dendritic,1,D,2,A,69.93006993,0,4.261694461,0,1,0
1/13/20,186,D1A,dendritic,1,A,2,A,113.3004926,0,4.738830881,0,1,0
1/13/20,186,D1B,dendritic,1,B,2,A,67.01771182,157.9703207,4.219768139,5.068717523,1,1
1/14/20,187,D1C,dendritic,1,C,2,A,128.0081925,128.0081925,4.85987591,4.85987591,1,1
1/14/20,187,D1D,dendritic,1,D,2,A,35.0877193,4.385964912,3.585952622,1.68379648,1,1
1/16/20,189,D1A,dendritic,1,A,2,A,24.74022761,0,3.248055045,0,1,0
1/16/20,189,D1B,dendritic,1,B,2,A,30.76923077,71.79487179,3.458498236,4.28764551,1,1
1/17/20,190,D1C,dendritic,1,C,2,A,350.7853403,5.235602094,5.863021161,1.830275141,1,1
1/17/20,190,D1D,dendritic,1,D,2,A,122.0657277,4.694835681,4.812718584,1.739559743,1,1
1/21/20,194,D1A,dendritic,1,A,2,A,116.4556962,0,4.766061209,0,1,0
1/21/20,194,D1B,dendritic,1,B,2,A,25.38071066,5.076142132,3.272633086,1.804369977,1,1
1/22/20,195,D1C,dendritic,1,C,2,A,75.6302521,42.01680672,4.338991935,3.761590893,1,1
1/22/20,195,D1D,dendritic,1,D,2,A,102.739726,4.892367906,4.641885128,1.773657938,1,1
1/23/20,196,D1A,dendritic,1,A,2,A,431.0776942,0,6.06860542,0,1,0
1/23/20,196,D1B,dendritic,1,B,2,A,139.0958768,0,4.942327023,0,1,0
1/24/20,197,D1C,dendritic,1,C,2,A,226.4150943,0,5.426776957,0,1,0
1/24/20,197,D1D,dendritic,1,D,2,A,81.50789608,10.18848701,4.412893999,2.414885304,1,1
1/27/20,200,D1A,dendritic,1,A,2,A,158.7301587,0,5.073485883,0,1,0
1/27/20,200,D1B,dendritic,1,B,2,A,197.044335,0,5.28849092,0,1,0
1/28/20,201,D1C,dendritic,1,C,2,A,24.90039841,0,3.254258351,0,1,0
1/28/20,201,D1D,dendritic,1,D,2,A,30.33367037,0,3.44469325,0,1,0
1/30/20,203,D1A,dendritic,1,A,2,A,34.9127182,0,3.5810915,0,1,0
1/30/20,203,D1B,dendritic,1,B,2,A,182.1668265,0,5.210397358,0,1,0
1/31/20,204,D1C,dendritic,1,C,2,A,269.6196437,0,5.600714306,0,1,0
1/31/20,204,D1D,dendritic,1,D,2,A,71.02993404,10.14713343,4.277081783,2.411182373,1,1
2/3/20,207,D1A,dendritic,1,A,2,A,114.6560319,4.985044865,4.750620544,1.789263835,1,1
2/3/20,207,D1B,dendritic,1,B,2,A,218.4466019,0,5.391108931,0,1,0
2/4/20,208,D1C,dendritic,1,C,2,A,361.4457831,0,5.892874899,0,1,0
2/4/20,208,D1D,dendritic,1,D,2,A,78.39294463,0,4.374409506,0,1,0
2/6/20,210,D1A,dendritic,1,A,2,A,48.6381323,4.86381323,3.904759335,1.768800114,1,1
2/6/20,210,D1B,dendritic,1,B,2,A,25.10040161,0,3.261950702,0,1,0
2/7/20,211,D1C,dendritic,1,C,2,A,350.7853403,0,5.863021161,0,1,0
2/7/20,211,D1D,dendritic,1,D,2,A,239.4014963,0,5.482310427,0,1,0
2/18/20,222,D1A,dendritic,1,A,2,A,37.6344086,21.50537634,3.654143294,3.113754229,1,1
2/18/20,222,D1B,dendritic,1,B,2,A,155.3398058,0,5.052031881,0,1,0
2/19/20,223,D1C,dendritic,1,C,2,A,161.2903226,0,5.089386846,0,1,0
2/19/20,223,D1D,dendritic,1,D,2,A,173.3021077,0,5.160790045,0,1,0
2/20/20,224,D1A,dendritic,1,A,2,A,23.20185615,0,3.186429331,0,1,0
2/20/20,224,D1B,dendritic,1,B,2,A,134.3283582,0,4.907704108,0,1,0
2/21/20,225,D1C,dendritic,1,C,2,A,60.79027356,0,4.123745966,0,1,0
2/21/20,225,D1D,dendritic,1,D,2,A,87.71929825,96.49122807,4.485477433,4.579762405,1,1
2/24/20,228,D1A,dendritic,1,A,2,A,23.67424242,0,3.205759883,0,1,0
2/24/20,228,D1B,dendritic,1,B,2,A,111.2185687,0,4.720448476,0,1,0
2/25/20,229,D1C,dendritic,1,C,2,A,124.7965274,0,4.83466574,0,1,0
2/25/20,229,D1D,dendritic,1,D,2,A,125.4064097,0,4.83950219,0,1,0
2/27/20,231,D1A,dendritic,1,A,2,A,39.0625,0,3.690440735,0,1,0
2/27/20,231,D1B,dendritic,1,B,2,A,128.8167939,0,4.866124179,0,1,0
2/28/20,232,D1C,dendritic,1,C,2,A,71.42857143,0,4.282600855,0,1,0
2/28/20,232,D1D,dendritic,1,D,2,A,243.0724356,0,5.497465048,0,1,0
3/2/20,235,D1A,dendritic,1,A,2,A,24.63054187,0,3.243784682,0,1,0
3/2/20,235,D1B,dendritic,1,B,2,A,283.109405,0,5.649359393,0,1,0
3/3/20,236,D1C,dendritic,1,C,2,A,315.2654867,22.12389381,5.756582009,3.140866447,1,1
3/3/20,236,D1D,dendritic,1,D,2,A,65.19558676,0,4.192613795,0,1,0
7/10/19,0,D2A,dendritic,2,A,3,B,0.00253632,1931.93,0.002533109,7.566792265,1,1
7/10/19,0,D3A,dendritic,3,A,3,B,53.5,0.000048,3.998200702,4.80E-05,1,1
7/10/19,0,D2B,dendritic,2,B,3,B,0.00039221,286.5248787,0.000392133,5.661309391,1,1
7/10/19,0,D3B,dendritic,3,B,3,B,0.00321981,0.00095849,0.003214638,0.000958031,1,1
7/10/19,0,D2C,dendritic,2,C,3,B,0.00046129,81.39691021,0.000461184,4.411547939,1,1
7/10/19,0,D3C,dendritic,3,C,3,B,0.01550404,30.76440998,0.01538508,3.45834648,1,1
7/10/19,0,D2D,dendritic,2,D,3,B,0.04999841,0.30043115,0.04878865,0.262695863,1,1
7/10/19,0,D3D,dendritic,3,D,3,B,26.24062434,0.87112705,3.304709401,0.62654095,1,1
7/12/19,2,D2A,dendritic,2,A,3,B,0,27304.99562,0,10.21486158,0,1
7/12/19,2,D3A,dendritic,3,A,3,B,40.44489383,0,3.724364685,0,1,0
7/12/19,2,D2B,dendritic,2,B,3,B,0,20706.52673,0,9.938252523,0,1
7/12/19,2,D3B,dendritic,3,B,3,B,4.3956044,9905.232382,1.685584622,9.200919372,1,1
7/12/19,2,D2C,dendritic,2,C,3,B,0,9983.819985,0,9.208821217,0,1
7/12/19,2,D3C,dendritic,3,C,3,B,0,8176.229508,0,9.009108681,0,1
7/12/19,2,D2D,dendritic,2,D,3,B,50.15045135,53118.32694,3.934771316,10.88029611,1,1
7/12/19,2,D3D,dendritic,3,D,3,B,24.28363283,43.7105391,3.230157263,3.800209248,1,1
